"Gross Output by Industry"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: December 22, 2021"
"Line","","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"50","        Publishing industries, except internet (includes software)",190.8,214.1,238.5,259.4,261.9,264.6,261.7,279.7,292.1,304.5,311.0,312.9,288.3,289.2,298.1,296.2,308.8,321.4,321.6,346.5
"51","        Motion picture and sound recording industries",89.5,96.9,104.7,115.3,122.0,122.6,130.6,129.4,133.4,135.9,137.1,131.1,123.1,129.8,128.3,131.7,135.2,136.8,143.3,149.6
"52","        Broadcasting and telecommunications",404.1,446.9,506.1,563.1,581.2,576.7,574.1,585.9,609.6,634.6,654.2,672.8,664.9,687.3,709.7,733.1,752.3,793.0,822.1,862.1
"53","        Data processing, internet publishing, and other information services",46.2,50.6,64.0,70.7,74.1,81.2,82.6,89.6,96.7,108.9,118.5,138.2,143.4,162.5,188.7,221.5,241.1,261.2,290.8,325.0
"54","    Finance, insurance, real estate, rental, and leasing",2411.9,2610.6,2833.7,3129.7,3214.1,3336.3,3560.2,3866.4,4245.9,4477.6,4686.2,4689.9,4505.9,4638.2,4778.6,5067.9,5356.6,5668.9,5930.2,6157.9
"55","        Finance and insurance",1005.9,1113.1,1234.6,1395.4,1381.4,1401.7,1499.5,1613.3,1750.9,1885.3,2025.1,1992.6,1881.7,1915.4,1984.6,2153.7,2294.4,2465.4,2582.2,2661.3
"56","            Federal Reserve banks, credit intermediation, and related activities",393.8,429.9,477.4,528.0,548.0,581.9,614.3,631.7,675.0,704.4,717.4,701.0,700.2,691.9,693.1,761.7,786.3,819.1,830.2,877.2
"57","            Securities, commodity contracts, and investments",206.0,243.9,292.4,357.2,312.8,286.4,308.0,344.5,382.0,446.9,501.5,457.3,436.3,454.4,452.2,478.5,518.6,558.4,568.2,565.3
"58","            Insurance carriers and related activities",350.0,373.8,390.2,420.3,439.6,462.0,506.9,556.4,605.7,636.0,691.8,715.9,645.4,660.1,725.4,796.3,850.7,942.9,1020.2,1062.7
"59","            Funds, trusts, and other financial vehicles",56.1,65.4,74.6,89.9,80.9,71.4,70.3,80.6,88.2,97.9,114.3,118.3,99.9,109.0,113.8,117.3,138.7,145.0,163.5,156.0
"60","        Real estate and rental and leasing",1406.0,1497.5,1599.1,1734.3,1832.7,1934.6,2060.7,2253.1,2495.0,2592.3,2661.1,2697.3,2624.2,2722.8,2794.0,2914.2,3062.2,3203.5,3347.9,3496.7
"61","            Real estate",1256.1,1327.1,1410.9,1524.2,1622.8,1732.7,1841.8,2022.1,2244.5,2329.8,2391.0,2407.8,2373.3,2454.3,2509.3,2615.6,2744.7,2865.4,3018.6,3164.3
"62","                Housing",857.9,911.4,968.0,1028.5,1103.7,1148.9,1193.8,1264.8,1355.0,1429.1,1505.9,1593.9,1616.8,1650.9,1686.0,1726.7,1781.3,1834.7,1895.7,1970.6
"63","                Other real estate",398.2,415.7,442.9,495.6,519.1,583.8,648.0,757.4,889.5,900.7,885.2,813.9,756.4,803.3,823.3,888.9,963.4,1030.7,1122.9,1193.7
"64","            Rental and leasing services and lessors of intangible assets",149.9,170.4,188.2,210.1,209.9,201.9,218.9,231.0,250.5,262.5,270.1,289.5,250.9,268.5,284.7,298.7,317.6,338.0,329.3,332.4
"65","    Professional and business services",1345.9,1510.3,1653.9,1810.0,1835.3,1852.2,1944.2,2100.3,2281.2,2438.5,2643.4,2739.2,2593.6,2712.2,2868.6,3009.0,3095.1,3298.8,3458.6,3619.9
"66","        Professional, scientific, and technical services",799.8,889.6,977.6,1073.9,1103.5,1122.6,1171.6,1247.6,1346.2,1432.0,1544.5,1624.3,1559.6,1618.0,1710.8,1785.0,1820.7,1919.7,1999.2,2082.9
"67","            Legal services",155.6,170.2,180.9,187.7,200.7,212.0,239.0,252.0,270.2,281.0,290.4,292.1,279.9,286.0,297.7,307.0,309.2,317.8,331.4,338.1
"68","            Computer systems design and related services",123.9,153.6,186.2,210.7,205.2,199.7,197.7,201.6,217.8,230.5,256.9,281.9,279.7,305.0,330.9,354.2,358.8,377.8,381.7,407.1
"69","            Miscellaneous professional, scientific, and technical services",520.3,565.8,610.6,675.5,697.5,710.8,734.9,793.9,858.2,920.6,997.1,1050.2,1000.1,1026.9,1082.1,1123.9,1152.8,1224.1,1286.1,1337.7
"70","        Management of companies and enterprises",195.2,221.7,240.1,260.2,259.6,261.8,280.6,320.8,354.8,383.7,433.4,432.6,400.2,422.2,446.5,478.8,499.0,531.3,561.7,566.8
"71","        Administrative and waste management services",350.9,399.0,436.1,475.9,472.3,467.8,492.0,531.9,580.3,622.8,665.4,682.2,633.9,672.1,711.3,745.2,775.4,847.8,897.7,970.2
"72","            Administrative and support services",308.9,352.6,385.4,423.2,418.9,414.4,434.7,469.9,513.5,549.4,588.9,602.7,559.0,589.7,628.1,661.7,690.3,757.9,807.9,874.5
"73","            Waste management and remediation services",42.0,46.5,50.7,52.7,53.4,53.5,57.3,62.0,66.8,73.5,76.5,79.5,74.8,82.4,83.2,83.6,85.1,89.8,89.8,95.7
"74","    Educational services, health care, and social assistance",929.4,987.9,1038.6,1110.2,1208.4,1307.0,1396.0,1482.8,1579.5,1675.0,1781.1,1898.9,1998.0,2091.3,2174.3,2266.1,2314.0,2398.9,2529.1,2656.3
"75","        Educational services",113.1,121.7,129.8,141.7,155.5,166.2,176.6,185.3,195.1,213.5,236.6,257.3,273.5,292.9,306.5,309.6,319.8,330.3,341.1,353.1
"76","        Health care and social assistance",816.3,866.2,908.8,968.5,1053.0,1140.8,1219.5,1297.5,1384.4,1461.6,1544.5,1641.6,1724.5,1798.4,1867.8,1956.5,1994.3,2068.6,2188.0,2303.2
"77","            Ambulatory health care services",388.2,408.0,425.8,452.6,492.5,529.6,566.8,607.4,642.9,671.8,707.9,745.5,773.4,803.2,833.8,868.8,874.8,909.0,956.7,1013.3
"78","            Hospitals",271.3,289.8,303.3,320.3,345.7,382.4,408.9,435.5,469.8,502.2,530.0,569.3,611.0,636.9,667.8,709.3,732.9,758.6,813.1,851.3
"79","            Nursing and residential care facilities",95.2,102.0,105.9,112.5,121.2,128.4,137.4,144.5,154.9,163.2,172.6,181.4,186.6,195.7,201.9,208.9,213.9,221.1,230.7,240.0
"80","            Social assistance",61.6,66.3,73.8,83.1,93.6,100.5,106.4,110.1,116.9,124.4,134.0,145.3,153.4,162.6,164.4,169.4,172.7,179.9,187.6,198.5
"81","    Arts, entertainment, recreation, accommodation, and food services",550.8,582.6,618.5,670.2,689.6,720.4,758.0,807.2,855.0,912.5,955.9,978.4,955.2,979.2,1030.0,1093.4,1139.4,1212.6,1302.1,1363.5
"82","        Arts, entertainment, and recreation",127.4,133.5,142.6,151.5,160.0,167.3,180.5,191.9,202.0,222.7,241.5,247.5,244.1,245.9,252.1,264.5,274.1,288.4,305.0,318.4
"83","            Performing arts, spectator sports, museums, and related activities",59.3,64.6,69.2,75.9,83.0,91.0,97.4,101.1,106.4,116.4,126.6,131.8,133.3,134.0,136.6,144.7,149.5,159.0,169.0,176.0
"84","            Amusements, gambling, and recreation industries",68.1,69.0,73.3,75.6,77.0,76.3,83.0,90.8,95.6,106.3,114.9,115.8,110.8,111.9,115.5,119.8,124.6,129.4,136.0,142.4
"85","        Accommodation and food services",423.4,449.1,475.9,518.7,529.6,553.2,577.5,615.3,653.0,689.8,714.4,730.9,711.1,733.3,777.9,828.9,865.3,924.2,997.1,1045.1
"86","            Accommodation",116.5,123.8,133.8,150.3,144.7,147.6,151.2,163.1,177.4,187.5,192.8,198.0,181.9,185.7,198.7,214.9,226.0,244.2,258.6,269.7
"87","            Food services and drinking places",307.0,325.3,342.1,368.4,385.0,405.5,426.3,452.2,475.6,502.3,521.6,532.9,529.1,547.7,579.2,614.0,639.4,680.0,738.5,775.4
"88","    Other services, except government",352.0,383.5,402.3,425.7,442.5,458.2,468.8,487.6,497.4,523.4,534.3,550.5,521.6,535.0,548.9,576.3,584.5,620.8,642.4,671.2
"89","Government",1665.2,1729.8,1834.3,1950.7,2079.9,2215.6,2342.5,2478.9,2622.6,2776.7,2932.6,3121.0,3226.6,3336.0,3363.9,3389.2,3427.0,3492.4,3566.9,3649.8
"90","    Federal",541.5,542.1,562.5,587.5,619.6,679.6,752.1,806.0,853.0,901.0,940.5,1023.4,1078.9,1146.0,1148.7,1143.8,1097.6,1095.8,1098.7,1111.0
"91","        General government",465.1,464.5,481.4,503.9,536.0,592.4,665.1,718.4,765.0,805.6,841.1,922.6,981.8,1049.4,1055.0,1046.7,1004.5,1001.2,1004.6,1017.2
"92","            National defense",304.9,301.0,313.3,321.6,339.8,374.6,428.3,466.3,497.2,522.6,550.0,606.1,637.3,675.6,688.1,676.3,637.6,625.3,613.3,614.7
"93","            Nondefense",160.3,163.5,168.1,182.4,196.2,217.8,236.8,252.0,267.8,283.0,291.1,316.5,344.4,373.8,366.9,370.4,366.8,375.9,391.3,402.5
"94","        Government enterprises",76.4,77.6,81.1,83.6,83.6,87.2,86.9,87.6,88.1,95.4,99.4,100.8,97.1,96.6,93.8,97.1,93.2,94.5,94.1,93.8
"95","    State and local",1123.6,1187.6,1271.8,1363.2,1460.3,1536.0,1590.5,1672.9,1769.5,1875.7,1992.1,2097.6,2147.7,2190.1,2215.2,2245.4,2329.4,2396.6,2468.2,2538.7
"96","        General government",993.5,1052.9,1130.6,1216.3,1308.1,1375.5,1420.0,1490.5,1573.8,1663.8,1768.7,1857.1,1891.3,1916.9,1928.7,1947.1,2019.9,2077.1,2140.8,2204.9
"97","        Government enterprises",130.1,134.8,141.2,146.9,152.2,160.5,170.5,182.4,195.8,212.0,223.4,240.5,256.5,273.2,286.5,298.3,309.5,319.5,327.4,333.9
"","    Addenda:","","","","","","","","","","","","","","","","","","","",""
"98","            Private goods-producing industries1",5041.8,5143.4,5322.8,5666.2,5481.1,5378.1,5610.7,6127.2,6785.0,7195.4,7568.2,7756.0,6353.4,6902.2,7646.4,7911.8,8245.6,8528.2,8042.0,7858.8
"99","            Private services-producing industries2",8686.4,9343.7,10113.6,11008.3,11320.1,11577.1,12184.7,13082.8,14107.1,14952.6,15744.3,16146.5,15374.6,16237.5,17035.6,17921.8,18677.5,19735.8,20574.2,21346.5
"100","            Information-communications-technology-producing industries3",993.7,1087.2,1224.3,1375.3,1318.5,1249.3,1239.8,1274.4,1337.5,1411.5,1471.6,1522.6,1456.4,1532.2,1617.7,1685.0,1743.2,1831.0,1896.1,2017.2
"Legend / Footnotes:"
"1. Consists of agriculture, forestry, fishing, and hunting; mining; construction; and manufacturing."
"2. Consists of utilities; wholesale trade; retail trade; transportation and warehousing; information; finance, insurance, real estate, rental, and leasing; professional and business services; educational services, health care, and social assistance; arts, entertainment, recreation, accommodation, and food services; and other services, except government."
"3. Consists of computer and electronic product manufacturing (excluding navigational, measuring, electromedical, and control instruments manufacturing); software publishers; broadcasting and telecommunications; data processing, hosting and related services; internet publishing and broadcasting and web search portals; and computer systems design and related services."
"Note. Detail may not add to total due to rounding."
